,DrugBank ID,Drug name,UniProt ID,UniProt Name
1974,DB01110,Miconazole,Q8TAE7,Potassium voltage-gated channel subfamily G member 3
1975,DB01110,Miconazole,Q8TDN1,Potassium voltage-gated channel subfamily G member 4
1976,DB01110,Miconazole,O95259,Potassium voltage-gated channel subfamily H member 1
1977,DB01110,Miconazole,Q12809,Potassium voltage-gated channel subfamily H member 2
1978,DB01110,Miconazole,Q9ULD8,Potassium voltage-gated channel subfamily H member 3
1979,DB01110,Miconazole,Q9UQ05,Potassium voltage-gated channel subfamily H member 4
1980,DB01110,Miconazole,Q8NCM2,Potassium voltage-gated channel subfamily H member 5
1981,DB01110,Miconazole,Q9H252,Potassium voltage-gated channel subfamily H member 6
1982,DB01110,Miconazole,Q9NS40,Potassium voltage-gated channel subfamily H member 7
1983,DB01110,Miconazole,Q96L42,Potassium voltage-gated channel subfamily H member 8
1984,DB01110,Miconazole,P51787,Potassium voltage-gated channel subfamily KQT member 1
1985,DB01110,Miconazole,O43526,Potassium voltage-gated channel subfamily KQT member 2
1986,DB01110,Miconazole,O43525,Potassium voltage-gated channel subfamily KQT member 3
1987,DB01110,Miconazole,P56696,Potassium voltage-gated channel subfamily KQT member 4
1988,DB01110,Miconazole,Q9NR82,Potassium voltage-gated channel subfamily KQT member 5
1989,DB01110,Miconazole,Q96KK3,Potassium voltage-gated channel subfamily S member 1
1990,DB01110,Miconazole,Q9BQ31,Potassium voltage-gated channel subfamily S member 3
1991,DB01110,Miconazole,Q6PIU1,Potassium voltage-gated channel subfamily V member 1
1992,DB01110,Miconazole,Q8TDN2,Potassium voltage-gated channel subfamily V member 2
1993,DB01110,Miconazole,Q14722,Voltage-gated potassium channel subunit beta-1
1994,DB01110,Miconazole,Q13303,Voltage-gated potassium channel subunit beta-2
1995,DB01110,Miconazole,Q14500,ATP-sensitive inward rectifier potassium channel 12
1996,DB01110,Miconazole,Q9UNX9,ATP-sensitive inward rectifier potassium channel 14
1997,DB01110,Miconazole,P63252,Inward rectifier potassium channel 2
1998,DB01110,Miconazole,P48050,Inward rectifier potassium channel 4
1999,DB01110,Miconazole,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
2000,DB01110,Miconazole,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
2001,DB01110,Miconazole,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
2002,DB01110,Miconazole,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
2003,DB01110,Miconazole,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
2004,DB01110,Miconazole,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
2005,DB01110,Miconazole,P54284,Voltage-dependent L-type calcium channel subunit beta-3
2006,DB01110,Miconazole,O00305,Voltage-dependent L-type calcium channel subunit beta-4
2007,DB00211,Midodrine,P35348,Alpha-1A adrenergic receptor
2008,DB00211,Midodrine,P35368,Alpha-1B adrenergic receptor
2009,DB00211,Midodrine,P25100,Alpha-1D adrenergic receptor
2010,DB00491,Miglitol,O43451,"Maltase-glucoamylase, intestinal"
2011,DB00491,Miglitol,P10253,Lysosomal alpha-glucosidase
2012,DB00491,Miglitol,Q14697,Neutral alpha-glucosidase AB
2013,DB00491,Miglitol,Q8TET4,Neutral alpha-glucosidase C
2014,DB00419,Miglustat,Q16739,Ceramide glucosyltransferase
2015,DB01017,Minocycline,P0A7X3,30S ribosomal protein S9
2016,DB01017,Minocycline,P0A7V8,30S ribosomal protein S4
2017,DB01017,Minocycline,P01584,Interleukin-1 beta
2018,DB01017,Minocycline,P09917,Arachidonate 5-lipoxygenase
2019,DB01017,Minocycline,P14780,Matrix metalloproteinase-9
2020,DB01017,Minocycline,P15692,Vascular endothelial growth factor A
2021,DB01017,Minocycline,P29466,Caspase-1
2022,DB01017,Minocycline,P42574,Caspase-3
2023,DB01017,Minocycline,P99999,Cytochrome c
2024,DB01017,Minocycline,P28482,Mitogen-activated protein kinase 1
2025,DB01017,Minocycline,P53779,Mitogen-activated protein kinase 10
2026,DB01017,Minocycline,Q15759,Mitogen-activated protein kinase 11
2027,DB01017,Minocycline,P53778,Mitogen-activated protein kinase 12
2028,DB01017,Minocycline,O15264,Mitogen-activated protein kinase 13
2029,DB01017,Minocycline,Q16539,Mitogen-activated protein kinase 14
2030,DB01017,Minocycline,Q8TD08,Mitogen-activated protein kinase 15
2031,DB01017,Minocycline,P27361,Mitogen-activated protein kinase 3
2032,DB01017,Minocycline,P31152,Mitogen-activated protein kinase 4
2033,DB01017,Minocycline,Q16659,Mitogen-activated protein kinase 6
2034,DB01017,Minocycline,Q13164,Mitogen-activated protein kinase 7
2035,DB01017,Minocycline,P45983,Mitogen-activated protein kinase 8
2036,DB01017,Minocycline,P45984,Mitogen-activated protein kinase 9
2037,DB01017,Minocycline,P35228,"Nitric oxide synthase, inducible"
2038,DB00350,Minoxidil,P23219,Prostaglandin G/H synthase 1
2039,DB00350,Minoxidil,P48048,ATP-sensitive inward rectifier potassium channel 1
2040,DB00350,Minoxidil,P00797,Renin
2041,DB00929,Misoprostol,P43115,Prostaglandin E2 receptor EP3 subtype
2042,DB00929,Misoprostol,P43116,Prostaglandin E2 receptor EP2 subtype
2043,DB00929,Misoprostol,P35408,Prostaglandin E2 receptor EP4 subtype
2044,DB00929,Misoprostol,P34995,Prostaglandin E2 receptor EP1 subtype
2045,DB01204,Mitoxantrone,P11388,DNA topoisomerase 2-alpha
2046,DB00745,Modafinil,P35368,Alpha-1B adrenergic receptor
2047,DB00745,Modafinil,Q01959,Sodium-dependent dopamine transporter
2048,DB00691,Moexipril,P12821,Angiotensin-converting enzyme
2049,DB00764,Mometasone,P04150,Glucocorticoid receptor
2050,DB00764,Mometasone,P06401,Progesterone receptor
2051,DB00471,Montelukast,P09917,Arachidonate 5-lipoxygenase
2052,DB00471,Montelukast,Q9Y271,Cysteinyl leukotriene receptor 1
2053,DB00295,Morphine,P35372,Mu-type opioid receptor
2054,DB00295,Morphine,P41145,Kappa-type opioid receptor
2055,DB00295,Morphine,P41143,Delta-type opioid receptor
2056,DB00295,Morphine,Q9Y6Y9,Lymphocyte antigen 96
2057,DB00218,Moxifloxacin,P43700,DNA gyrase subunit A
2058,DB00218,Moxifloxacin,P43702,DNA topoisomerase 4 subunit A
2059,DB00218,Moxifloxacin,P11388,DNA topoisomerase 2-alpha
2060,DB00461,Nabumetone,P35354,Prostaglandin G/H synthase 2
2061,DB00461,Nabumetone,P23219,Prostaglandin G/H synthase 1
2062,DB01203,Nadolol,P08588,Beta-1 adrenergic receptor
2063,DB01203,Nadolol,P07550,Beta-2 adrenergic receptor
2064,DB00844,Nalbuphine,P41143,Delta-type opioid receptor
2065,DB00844,Nalbuphine,P41145,Kappa-type opioid receptor
2066,DB00844,Nalbuphine,P35372,Mu-type opioid receptor
2067,DB00704,Naltrexone,P41143,Delta-type opioid receptor
2068,DB00704,Naltrexone,P41145,Kappa-type opioid receptor
2069,DB00704,Naltrexone,P35372,Mu-type opioid receptor
2070,DB00704,Naltrexone,Q5T1J1,"HCG20471, isoform CRA_c"
2071,DB00788,Naproxen,P23219,Prostaglandin G/H synthase 1
2072,DB00788,Naproxen,P35354,Prostaglandin G/H synthase 2
2073,DB00788,Naproxen,Q51911,Peptostreptococcal albumin-binding protein
2074,DB00952,Naratriptan,P30939,5-hydroxytryptamine receptor 1F
2075,DB00952,Naratriptan,P28221,5-hydroxytryptamine receptor 1D
2076,DB00952,Naratriptan,P28222,5-hydroxytryptamine receptor 1B
2077,DB00952,Naratriptan,P08908,5-hydroxytryptamine receptor 1A
2078,DB00731,Nateglinide,Q09428,ATP-binding cassette sub-family C member 8
2079,DB00731,Nateglinide,P37231,Peroxisome proliferator-activated receptor gamma
2080,DB04861,Nebivolol,P08588,Beta-1 adrenergic receptor
2081,DB04861,Nebivolol,P07550,Beta-2 adrenergic receptor
2082,DB04861,Nebivolol,P13945,Beta-3 adrenergic receptor
2083,DB00716,Nedocromil,Q9Y271,Cysteinyl leukotriene receptor 1
2084,DB00716,Nedocromil,Q9NS75,Cysteinyl leukotriene receptor 2
2085,DB00716,Nedocromil,P21462,fMet-Leu-Phe receptor
2086,DB00716,Nedocromil,Q13258,Prostaglandin D2 receptor
2087,DB00716,Nedocromil,P07900,Heat shock protein HSP 90-alpha
2088,DB01400,Neostigmine,P22303,Acetylcholinesterase
2089,DB00627,Niacin,P49019,Hydroxycarboxylic acid receptor 3
2090,DB00627,Niacin,Q8TDS4,Hydroxycarboxylic acid receptor 2
2091,DB00627,Niacin,Q15274,Nicotinate-nucleotide pyrophosphorylase [carboxylating]
2092,DB00627,Niacin,P40261,Nicotinamide N-methyltransferase
2093,DB00622,Nicardipine,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
2094,DB00622,Nicardipine,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
2095,DB00622,Nicardipine,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1
2096,DB00622,Nicardipine,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
2097,DB00622,Nicardipine,P54750,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A"
2098,DB00622,Nicardipine,Q01064,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B"
2099,DB00622,Nicardipine,P35348,Alpha-1A adrenergic receptor
2100,DB00622,Nicardipine,P35368,Alpha-1B adrenergic receptor
2101,DB00622,Nicardipine,P25100,Alpha-1D adrenergic receptor
2102,DB00622,Nicardipine,P11229,Muscarinic acetylcholine receptor M1
2103,DB00622,Nicardipine,P08172,Muscarinic acetylcholine receptor M2
2104,DB00622,Nicardipine,P20309,Muscarinic acetylcholine receptor M3
2105,DB00622,Nicardipine,P08173,Muscarinic acetylcholine receptor M4
2106,DB00622,Nicardipine,P08912,Muscarinic acetylcholine receptor M5
2107,DB00622,Nicardipine,P0DP23,Calmodulin
2108,DB01115,Nifedipine,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
2109,DB01115,Nifedipine,O75469,Nuclear receptor subfamily 1 group I member 2
2110,DB01115,Nifedipine,P0DP23,Calmodulin
2111,DB01115,Nifedipine,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
2112,DB01115,Nifedipine,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
2113,DB01115,Nifedipine,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
2114,DB01115,Nifedipine,Q9UK17,Potassium voltage-gated channel subfamily D member 3
2115,DB01115,Nifedipine,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G
2116,DB01115,Nifedipine,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H
2117,DB01115,Nifedipine,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I
2118,DB00393,Nimodipine,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
2119,DB00393,Nimodipine,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
2120,DB00393,Nimodipine,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
2121,DB00393,Nimodipine,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
2122,DB00393,Nimodipine,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
2123,DB00393,Nimodipine,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
2124,DB00393,Nimodipine,P54284,Voltage-dependent L-type calcium channel subunit beta-3
2125,DB00393,Nimodipine,O00305,Voltage-dependent L-type calcium channel subunit beta-4
2126,DB00393,Nimodipine,P08235,Mineralocorticoid receptor
2127,DB00393,Nimodipine,P35869,Aryl hydrocarbon receptor
2128,DB00401,Nisoldipine,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
2129,DB00401,Nisoldipine,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1
2130,DB00401,Nisoldipine,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
2131,DB00401,Nisoldipine,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
2132,DB00401,Nisoldipine,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
2133,DB00727,Nitroglycerin,P16066,Atrial natriuretic peptide receptor 1
2134,DB00325,Nitroprusside,P16066,Atrial natriuretic peptide receptor 1
2135,DB00585,Nizatidine,P25021,Histamine H2 receptor
2136,DB00368,Norepinephrine,P35348,Alpha-1A adrenergic receptor
2137,DB00368,Norepinephrine,P35368,Alpha-1B adrenergic receptor
2138,DB00368,Norepinephrine,P25100,Alpha-1D adrenergic receptor
2139,DB00368,Norepinephrine,P08913,Alpha-2A adrenergic receptor
2140,DB00368,Norepinephrine,P18089,Alpha-2B adrenergic receptor
2141,DB00368,Norepinephrine,P08588,Beta-1 adrenergic receptor
2142,DB00368,Norepinephrine,P18825,Alpha-2C adrenergic receptor
2143,DB00368,Norepinephrine,P07550,Beta-2 adrenergic receptor
2144,DB00368,Norepinephrine,P13945,Beta-3 adrenergic receptor
2145,DB00368,Norepinephrine,P00439,Phenylalanine-4-hydroxylase
2146,DB00368,Norepinephrine,Q05940,Synaptic vesicular amine transporter
2147,DB00368,Norepinephrine,P54219,Chromaffin granule amine transporter
2148,DB00957,Norgestimate,P06401,Progesterone receptor
2149,DB00957,Norgestimate,P10275,Androgen receptor
2150,DB00957,Norgestimate,P03372,Estrogen receptor
2151,DB00540,Nortriptyline,P23975,Sodium-dependent noradrenaline transporter
2152,DB00540,Nortriptyline,P31645,Sodium-dependent serotonin transporter
2153,DB00540,Nortriptyline,P28223,5-hydroxytryptamine receptor 2A
2154,DB00540,Nortriptyline,P08908,5-hydroxytryptamine receptor 1A
2155,DB00540,Nortriptyline,P35367,Histamine H1 receptor
2156,DB00540,Nortriptyline,P35348,Alpha-1A adrenergic receptor
2157,DB00540,Nortriptyline,P25100,Alpha-1D adrenergic receptor
2158,DB00540,Nortriptyline,P28335,5-hydroxytryptamine receptor 2C
2159,DB00540,Nortriptyline,P35368,Alpha-1B adrenergic receptor
2160,DB00540,Nortriptyline,P08913,Alpha-2A adrenergic receptor
2161,DB00540,Nortriptyline,P18089,Alpha-2B adrenergic receptor
2162,DB00540,Nortriptyline,P18825,Alpha-2C adrenergic receptor
2163,DB00540,Nortriptyline,P08588,Beta-1 adrenergic receptor
2164,DB00540,Nortriptyline,P07550,Beta-2 adrenergic receptor
2165,DB00540,Nortriptyline,P13945,Beta-3 adrenergic receptor
2166,DB00540,Nortriptyline,P14416,D(2) dopamine receptor
2167,DB00540,Nortriptyline,O00264,Membrane-associated progesterone receptor component 1
2168,DB00540,Nortriptyline,Q99720,Sigma non-opioid intracellular receptor 1
2169,DB00540,Nortriptyline,P08909,5-hydroxytryptamine receptor 2C
2170,DB00540,Nortriptyline,P11229,Muscarinic acetylcholine receptor M1
2171,DB00540,Nortriptyline,P08172,Muscarinic acetylcholine receptor M2
2172,DB00540,Nortriptyline,P20309,Muscarinic acetylcholine receptor M3
2173,DB00540,Nortriptyline,P08173,Muscarinic acetylcholine receptor M4
2174,DB00540,Nortriptyline,P08912,Muscarinic acetylcholine receptor M5
2175,DB01165,Ofloxacin,P43700,DNA gyrase subunit A
2176,DB01165,Ofloxacin,P43702,DNA topoisomerase 4 subunit A
2177,DB01165,Ofloxacin,P11388,DNA topoisomerase 2-alpha
2178,DB00334,Olanzapine,P28223,5-hydroxytryptamine receptor 2A
2179,DB00334,Olanzapine,P14416,D(2) dopamine receptor
2180,DB00334,Olanzapine,P21728,D(1A) dopamine receptor
2181,DB00334,Olanzapine,P21918,D(1B) dopamine receptor
2182,DB00334,Olanzapine,P21917,D(4) dopamine receptor
2183,DB00334,Olanzapine,P28335,5-hydroxytryptamine receptor 2C
2184,DB00334,Olanzapine,P35462,D(3) dopamine receptor
2185,DB00334,Olanzapine,P46098,5-hydroxytryptamine receptor 3A
2186,DB00334,Olanzapine,P50406,5-hydroxytryptamine receptor 6
2187,DB00334,Olanzapine,P35367,Histamine H1 receptor
2188,DB00334,Olanzapine,P35348,Alpha-1A adrenergic receptor
2189,DB00334,Olanzapine,P35368,Alpha-1B adrenergic receptor
2190,DB00334,Olanzapine,P11229,Muscarinic acetylcholine receptor M1
2191,DB00334,Olanzapine,P08172,Muscarinic acetylcholine receptor M2
2192,DB00334,Olanzapine,P20309,Muscarinic acetylcholine receptor M3
2193,DB00334,Olanzapine,P08173,Muscarinic acetylcholine receptor M4
2194,DB00334,Olanzapine,P21728,D(1A) dopamine receptor
2195,DB00334,Olanzapine,P21918,D(1B) dopamine receptor
2196,DB00334,Olanzapine,P08588,Beta-1 adrenergic receptor
2197,DB00334,Olanzapine,P07550,Beta-2 adrenergic receptor
2198,DB00334,Olanzapine,P13945,Beta-3 adrenergic receptor
2199,DB00334,Olanzapine,P08908,5-hydroxytryptamine receptor 1A
2200,DB00334,Olanzapine,P28222,5-hydroxytryptamine receptor 1B
2201,DB00334,Olanzapine,P28221,5-hydroxytryptamine receptor 1D
2202,DB00334,Olanzapine,P28566,5-hydroxytryptamine receptor 1E
2203,DB00334,Olanzapine,P30939,5-hydroxytryptamine receptor 1F
2204,DB00334,Olanzapine,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
2205,DB00334,Olanzapine,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
2206,DB00334,Olanzapine,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
2207,DB00334,Olanzapine,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
2208,DB00334,Olanzapine,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
2209,DB00334,Olanzapine,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
2210,DB00334,Olanzapine,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
2211,DB00275,Olmesartan,P30556,Type-1 angiotensin II receptor
2212,DB00338,Omeprazole,P20648,Potassium-transporting ATPase alpha chain 1
2213,DB00338,Omeprazole,P35869,Aryl hydrocarbon receptor
2214,DB00904,Ondansetron,P46098,5-hydroxytryptamine receptor 3A
2215,DB00904,Ondansetron,Q13639,5-hydroxytryptamine receptor 4
2216,DB00904,Ondansetron,P35372,Mu-type opioid receptor
2217,DB00904,Ondansetron,P08908,5-hydroxytryptamine receptor 1A
2218,DB00904,Ondansetron,P28222,5-hydroxytryptamine receptor 1B
2219,DB00816,Orciprenaline,P07550,Beta-2 adrenergic receptor
2220,DB01083,Orlistat,P16233,Pancreatic triacylglycerol lipase
2221,DB01083,Orlistat,P07098,Gastric triacylglycerol lipase
2222,DB01083,Orlistat,P49327,Fatty acid synthase
2223,DB01173,Orphenadrine,O15399,"Glutamate receptor ionotropic, NMDA 2D"
2224,DB01173,Orphenadrine,Q05586,"Glutamate receptor ionotropic, NMDA 1"
2225,DB01173,Orphenadrine,O60391,"Glutamate receptor ionotropic, NMDA 3B"
2226,DB01173,Orphenadrine,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
2227,DB01173,Orphenadrine,P35367,Histamine H1 receptor
2228,DB01173,Orphenadrine,P23975,Sodium-dependent noradrenaline transporter
2229,DB01173,Orphenadrine,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
2230,DB00991,Oxaprozin,P23219,Prostaglandin G/H synthase 1
2231,DB00991,Oxaprozin,P35354,Prostaglandin G/H synthase 2
2232,DB00776,Oxcarbazepine,P35498,Sodium channel protein type 1 subunit alpha
2233,DB00776,Oxcarbazepine,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
2234,DB00776,Oxcarbazepine,Q9UI33,Sodium channel protein type 11 subunit alpha
2235,DB00776,Oxcarbazepine,Q99250,Sodium channel protein type 2 subunit alpha
2236,DB00776,Oxcarbazepine,Q9NY46,Sodium channel protein type 3 subunit alpha
2237,DB00776,Oxcarbazepine,P35499,Sodium channel protein type 4 subunit alpha
2238,DB00776,Oxcarbazepine,Q14524,Sodium channel protein type 5 subunit alpha
2239,DB00776,Oxcarbazepine,Q01118,Sodium channel protein type 7 subunit alpha
2240,DB00776,Oxcarbazepine,Q9UQD0,Sodium channel protein type 8 subunit alpha
2241,DB00776,Oxcarbazepine,Q15858,Sodium channel protein type 9 subunit alpha
2242,DB00776,Oxcarbazepine,Q07699,Sodium channel subunit beta-1
2243,DB00776,Oxcarbazepine,O60939,Sodium channel subunit beta-2
2244,DB00776,Oxcarbazepine,Q9NY72,Sodium channel subunit beta-3
2245,DB00776,Oxcarbazepine,Q8IWT1,Sodium channel subunit beta-4
2246,DB01062,Oxybutynin,P20309,Muscarinic acetylcholine receptor M3
2247,DB01062,Oxybutynin,P08172,Muscarinic acetylcholine receptor M2
2248,DB01062,Oxybutynin,P11229,Muscarinic acetylcholine receptor M1
2249,DB00497,Oxycodone,P41143,Delta-type opioid receptor
